"Numer dokumentu";"Data złożenia";"Data zamknięcia";"Student";"Tryb studiów";"Typ studiów";"Język wykładowy";"Kierunek";"Status";"Rodzaj wniosku";"Osoba przyjmująca";"Osoba przypisana";"Słowo regulamin w uzasadnieniu";"Słowo formaln w uzasadnieniu";"Słowo postęp w uzasadnieniu";"Złożone odwołanie";"Liczba załączników";"Liczba zmian statusu";"Semestr rejestracji";"Semestr aktualny";"Semestr studiow";"Brakujace ECTS";"ECTS uznane w bieżącym semstrze";"Suma zdobytych ECTS";"Niezaliczone z sem 1";"Niezaliczone z sem 2";"Niezaliczone z sem 3";"Niezaliczone z sem 4";"Niezaliczone z sem 5";"Niezaliczone z sem 6";"Liczba brakujacych przedmiotow";"Brakujace przedmioty";"Opłata za niezaliczone przedmioty";"Liczba prac dyplomowych";"Informacje o pracach dyplomowych";"Stopień zaawansowania pracy";"Słowo rodzin lub famil w uzasadnieniu";"Słowo zdrow lub health w uzasadnieniu";"Słowo bardzo proszę w uzasadnieniu";"Słowo losow w uzasadnieniu";"Słowo prac lub work w uzasadnieniu";"Słowo obiecuję lub promise w uzasadnieniu";"Słowo zobowiązuję w uzasadnieniu"
51;"14.09.2017 21:35";"15.09.2017 13:41";"EHJNbiDa8XNjXzoeuiQWoQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017L";6;22;10;128;0;1;3;3;3;0;16;"1DI1209,1DI1303,1DI1304,1DI1305,1DI1404,1DI1408,1DI1412,1DI1506,1DI1511,1DI1510,1DI1601,1DI1602,1DI1610,1DI1650,1DI1608,1DI1630";2830;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
300;"18.09.2017 23:29";"19.09.2017 14:41";"ut8A421EdA7e9J1mtfjjKA";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka Elektroenergetyczna";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"null";"2017L";6;3;30;177;0;1;1;2;0;1;5;"1DW1201,1DW1301,1DW1401,1DE1416,1DE1695";980;0;;;"NIE";"TAK";"NIE";"NIE";"NIE";"NIE";"NIE"
2902;"23.03.2018 07:22";"23.03.2018 09:43";"Vx5RKNhZ233SJPcPObYw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;8;"null";"2018L";4;0;0;128;0;1;4;6;0;0;4;"1ZE1614,1ZE1304,1ZE1308,1ZE1506";420;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
469;"25.09.2017 20:13";"25.09.2017 23:42";"kpa4v9gA6dEMyEauLTLfQ";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;3;"null";"2017Z";7;17;0;193;0;0;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
10;"14.09.2017 09:35";"14.09.2017 13:36";"zEuim0n9OaiZrVZPRVaR9Q";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2017L";2;0;25;57;0;0;0;0;0;0;1;"1DE1206";80;0;;;"NIE";"NIE";"TAK";"NIE";"NIE";"NIE";"NIE"
12;"14.09.2017 10:11";"15.09.2017 12:48";"iNLOobEB21ZVEB8nrXbhw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"CFN5v4I1QvglQe1ZzUQew";"CFN5v4I1QvglQe1ZzUQew";"NO";"NO";"NO";"NO";2;4;"null";"2017L";8;0;15;223;0;0;0;0;0;0;0;;0;0;;;"TAK";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
227;"18.09.2017 13:37";"19.09.2017 12:41";"M6xaBb219wdImOKOnyjkLQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektromechatronika Pojazdów i Maszyny Elektryczne";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"null";"2017L";4;16;35;104;0;1;1;2;0;0;4;"1DE1201,1DE1302,1DE1415,1DE1426";320;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
116;"15.09.2017 18:05";"19.09.2017 16:36";"hsVjoCIvkwr3meNISqvLAw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Automatyka Przemysłowa";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"CFN5v4I1QvglQe1ZzUQew";"NO";"NO";"NO";"NO";0;6;"null";"2017L";8;65;16;149;0;0;2;3;4;4;17;"1ZE1303,1ZE1325,1ZE1417,1ZE1703,1ZE1418,1ZE1517,1ZE1512,1ZE1510,1ZE1506,1ZE1605,1ZE1602,1ZE1604,1ZE1704,1ZE1814,1ZE1619,1ZE1710,1ZE1801";2150;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
380;"19.09.2017 16:01";"19.09.2017 17:26";"KxmdtonOP0T4ITWdA1yFQ";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektromechatronika Pojazdów i Maszyny Elektryczne";"Zamknięty - odrzucony formalnie";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"CFN5v4I1QvglQe1ZzUQew";"NO";"NO";"NO";"NO";0;3;"null";"2017L";2;11;18;33;2;1;0;0;0;0;3;"1ZE2111,1ZE2114,1ZE2217";250;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
414;"19.09.2017 23:35";"4.10.2017 15:02";"QT2Cn1pQxLghhtf34gkA";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;6;"null";"2017L";8;42;17;172;0;0;1;2;3;2;10;"SJONSTJEZ1,1ZE1418,SJONSTJEZ2,SJONSTJEZ3,1ZE1510,1ZE1506,SJONSTJEZ4,1ZE1637,1ZE1850,1ZE1221";1390;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
389;"19.09.2017 18:11";"22.09.2017 21:21";"7yaocrhew6TlZZ6BIuKd5Q";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;4;"null";"2017L";2;0;29;61;0;0;0;0;0;0;0;;0;0;;;"NIE";"NIE";"TAK";"NIE";"TAK";"NIE";"NIE"
411;"19.09.2017 22:04";"19.09.2017 22:11";"ofDEm1KiT7EULflcpG24w";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Sieci i Systemy Elektroenergetyczne";"Zamknięty - odrzucony formalnie";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"CFN5v4I1QvglQe1ZzUQew";"NO";"NO";"NO";"NO";0;3;"null";"2017L";2;8;21;36;2;1;0;0;0;0;3;"1ZE2111,1ZE2102,1ZE2277";420;0;;;"NIE";"NIE";"NIE";"TAK";"NIE";"NIE";"NIE"
65;"15.09.2017 06:55";"18.09.2017 09:00";"5bVnznpejnoediRPppyxQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja negatywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"YES";"NO";0;6;"null";"2017L";6;70;6;110;0;2;3;2;5;8;20;"1DI1206,1DI1209,1DI1302,1DI1306,1DI1305,1DI1404,1DI1406,1DI1512,1DI1506,1DI1518,1DI1511,1DI1510,1DI1601,1DI1622,1DI1602,1DI1615,1DI1610,1DI1650,1DW1780,1DI1608";3910;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"TAK";"NIE"
52;"14.09.2017 21:37";"15.09.2017 13:03";"7jUCToCieGCO4A3RxbrsQ";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektroenergetyka";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"CFN5v4I1QvglQe1ZzUQew";"NO";"NO";"NO";"NO";0;6;"null";"2017L";6;6;21;127;0;0;2;2;4;0;8;"1ZE1305,1ZE1307,SJONSTJEZ2,1ZE1517,1ZE1512,1ZE1506,1ZE1507,1ZE1610";1040;0;;;"TAK";"NIE";"TAK";"NIE";"TAK";"NIE";"NIE"
33;"14.09.2017 15:57";"15.09.2017 13:07";"UCs7jOpiD45Rd3G6LjkW3Q";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"CFN5v4I1QvglQe1ZzUQew";"NO";"NO";"NO";"NO";0;6;"null";"2017L";6;0;26;138;0;0;2;0;2;0;5;"1ZE1305,1ZE1325,1ZE1506,1ZE1507,1ZE1610";500;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
504;"4.10.2017 12:41";"4.10.2017 15:38";"37netSxes4BH24UI0Gbw";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Automatyka i Inżynieria Komputerowa";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;4;"null";"2017Z";3;6;0;60;1;0;2;0;0;0;4;"1ZE2104,1ZE2318,1ZE2322,1ZE2406";330;0;;;"NIE";"NIE";"TAK";"NIE";"NIE";"NIE";"NIE"
332;"19.09.2017 11:33";"19.09.2017 14:43";"OQ7sohHCCSkhmx6WMk9A";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja negatywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"null";"2017L";7;46;9;164;0;0;0;4;2;4;15;"1DE1405,1DE1406,1DE1404,SJOJEZYK2,1DE1501,1DE1515,1DE1695,1DE1677,1DE1679,1DW1701,1DE1417,1DE1717,1DE1771,1DE1715,SJOJEZYK3";3100;0;;;"NIE";"NIE";"NIE";"TAK";"NIE";"NIE";"NIE"
48;"14.09.2017 20:57";"15.09.2017 08:29";"kIoNCfQhE3HZjmL5AM1GlA";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017L";6;0;18;178;0;0;1;0;0;0;2;"1DW1301,1DI1650";300;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
66;"15.09.2017 07:32";"15.09.2017 08:32";"P2WkXEaUjkP64zM5VyywQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017L";6;12;18;168;0;0;0;1;2;1;3;"1DR1415,1DR1520,1DR1514";980;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
573;"13.10.2017 11:57";"14.10.2017 12:05";"UBcROtnSarYYp8ZCSdhYQ";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"s67ATdcxFRCArkQmkAHEzw";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";3;37;0;53;0;3;6;0;0;0;3;"1DA1212,1DA1203,1DA1211";1140;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
59;"14.09.2017 23:27";"14.09.2017 23:54";"l9PjdqAilhjCI20eR6hlOQ";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektrotechnika Stosowana";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"FUYMkMMRDa35xtOw0V36w";"NO";"NO";"NO";"NO";0;4;"null";"2017L";4;21;7;69;1;0;0;1;0;0;1;"1ZE2104";0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2081;"2.03.2018 09:34";"5.03.2018 08:19";"2GK37V4vP8jTak0P1ugw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;26;0;24;0;7;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
24;"14.09.2017 13:35";"18.09.2017 09:00";"geAHC43CPoFddx5sCJUdGw";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka i robotyka";"Zamknięty - decyzja negatywna";"Podanie o rejestrację";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;8;"null";"2017L";4;0;21;93;1;2;2;0;0;0;7;"1DR1112,1DR1211,1DR1212,1DR1310,1DR1315,1DR1417,1DR1418";1160;0;;;"NIE";"TAK";"TAK";"NIE";"NIE";"NIE";"NIE"
88;"15.09.2017 12:09";"15.09.2017 13:08";"sLHPx0dS5gVLgf7p9vTqIQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Świetlna i Multimedialna";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017L";4;19;27;101;0;2;0;6;0;0;8;"1DE1206,1DE1213,1DE1414,1DE1412,1DE1413,1DE1415,1DE1410,SJOJEZYK3";560;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
331;"19.09.2017 11:23";"19.09.2017 15:39";"a6UrayNNcDzXYw9VSZIekQ";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;4;"null";"2017L";4;0;0;203;0;4;5;3;0;0;14;"1DA1211,1DA1612,1DA1713,1DA1608,1DA1712,1ZE1726,1DA1705,SJOJEZYK2,SJOJEZYK3,1DA1405,1DA1410,SJOJEZYK4,1DA1506,1DA1602";4250;0;;;"NIE";"NIE";"TAK";"NIE";"TAK";"NIE";"NIE"
575;"13.10.2017 11:58";"14.10.2017 12:06";"8P3JHogYgCUJAq4m3wkQXw";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"s67ATdcxFRCArkQmkAHEzw";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";3;32;0;58;0;2;6;0;0;0;2;"1DA1203,1DA1202";610;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
17;"14.09.2017 10:56";"15.09.2017 13:00";"jZQa8h5q7xBg6y77bJlv9Q";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"CFN5v4I1QvglQe1ZzUQew";"NO";"NO";"NO";"NO";0;6;"null";"2017L";4;0;3;144;1;2;4;0;0;0;17;"1ZE1721,1ZE1221,1ZE1222,1ZE1303,1ZE1307,1ZE1308,1ZE1325,1ZE1417,1ZE1407,1ZE1403,1ZE1410,1ZE1510,1ZE1506,1ZE1605,1ZE1610,1ZE1602,1ZE1704";2120;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
339;"19.09.2017 12:03";"19.09.2017 15:39";"J8a2PNPtPG8qGnJSg5hX5g";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;4;"null";"2017L";6;0;44;188;0;1;0;0;0;1;1;"1DA1203";530;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
211;"18.09.2017 11:51";"19.09.2017 12:56";"Z4czuG2s6VqGcxAfARS2dg";"D";"I";"PL";"Model 2,I,D,PL,7 - Systemy wbudowane";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2017L";6;30;44;150;0;1;2;2;4;2;10;"1DE1202,1DE1204,1DE1302,1DE1413,1DE1416,1DE1515,1DE1513,1DE1505,1DE1518,1DE1695";1240;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
395;"19.09.2017 19:29";"20.09.2017 08:13";"iUUAOFt6e0lYoS5qVIO0Q";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - decyzja negatywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"CFN5v4I1QvglQe1ZzUQew";"NO";"NO";"NO";"NO";0;4;"null";"2017L";2;21;8;28;1;5;0;0;0;0;6;"1ZE1106,1ZE1213,1ZE1211,1ZE1224,1ZE1221,1ZE1222";940;0;;;"TAK";"TAK";"NIE";"NIE";"NIE";"NIE";"NIE"
92;"15.09.2017 12:29";"18.09.2017 09:23";"Ai2FxJuPQ22jCv3pK8Ig";"D";"I";"PL";"Model 2,I,D,PL,7 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2017L";4;13;36;107;0;1;1;0;0;0;2;"1DE1202,1DE1302";160;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
68;"15.09.2017 08:44";"15.09.2017 13:10";"EZp0TKp6ZQhFzKh5BRwNRg";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017L";6;14;19;166;0;0;1;1;1;3;6;"SJOJEZYK1,1DI1650,1DI1502,1DI1610,1DI1630,SJOJEZYK6";830;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
56;"14.09.2017 22:13";"15.09.2017 15:23";"NgEedtX5riYyWRoisjqg";"D";"M";"PL";"Model 2,M,D,PL,3 - Inżynieria  Oprogramowania";"Zamknięty - decyzja negatywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;6;"null";"2017L";3;59;3;31;4;3;2;0;0;0;6;"1DI2101,1DI2104,1DI2105,1DI2203,1DI2214,1DW2109";1150;0;;;"TAK";"NIE";"TAK";"NIE";"NIE";"NIE";"NIE"
421;"20.09.2017 00:42";"22.09.2017 13:07";"EdUR3UFt56aoUsWYCWGhA";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektromechatronika Pojazdów i Maszyny Elektryczne";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;5;"null";"2017L";7;47;26;163;0;0;1;0;2;5;15;"1DE1204,1DE1505,1DE1506,1DE1627,1DE1768,1DE1632,SJOJEZYK4,1DE1742,1DE1747,1DE1732,1DE1730,1DE1775,1DE1734,1DE1736,1DE1737";2890;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"TAK";"NIE"
337;"19.09.2017 11:55";"22.09.2017 13:41";"QidyXg6r2bpq7SJlhwQvA";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektroenergetyka";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017L";4;36;0;54;2;0;2;2;0;0;5;"1ZE2105,1ZE2106,1ZE2316,1ZE2233,1ZE2401";780;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
529;"9.10.2017 12:27";"9.10.2017 18:49";"QI4L6nCSfrZlQJRqDLZPQ";"D";"M";"PL";"Model 2,M,D,PL,3 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;15;"null";"2017Z";3;35;0;55;2;1;2;0;0;0;4;"1DE2109,1DE2107,1DE2295,1DW2307";1060;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
2256;"6.04.2018 11:42";"6.04.2018 12:26";"pVP8ZL5Mhb9xoaDy1rLag";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - inne";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;11;"null";"2018L";6;57;0;123;1;1;1;4;3;9;5;"1DA1101,1DA1301,1DA1401,1DA1504,1DA1505";1445;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
446;"21.09.2017 11:00";"22.09.2017 09:25";"9qQaGDC6GqowRU0LzQzw";"D";"M";"PL";"Model 2,M,D,PL,3 - Inżynieria  Oprogramowania";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;5;"null";"2017L";3;22;9;68;0;1;3;0;0;0;3;"1DI2202,1DI2216,1DI2337";760;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
70;"15.09.2017 09:09";"15.09.2017 15:27";"LNwirhV9MBaErToOW1zV3w";"D";"M";"PL";"Model 2,M,D,PL,3 - Inżynieria  komputerowa";"Zamknięty - decyzja negatywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;6;"null";"2017L";3;45;3;45;5;0;6;0;0;0;8;"1DI2101,1DI2105,1DI2212,1DI2112,1DI2113,1DW2109,1DI2123,1DI2122";2290;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
454;"21.09.2017 18:52";"21.09.2017 22:04";"bQFFtDAeQ4IVgoVNQ92QKA";"D";"M";"EN";"Model 2,M,D,EN,3 - Electrical Engineering";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;3;"null";"2017Z";3;90;0;0;7;1;2;0;0;0;6;"1DA2101,1DA2102,1DA2103,1DA2104,1DA2106,1DA2107";1810;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
248;"18.09.2017 16:16";"19.09.2017 11:23";"F3RqZLQNB0xLKFobfKC1g";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Świetlna i Multimedialna";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"null";"2017L";4;0;30;120;0;0;0;1;0;0;1;"SJOJEZYK2";0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
75;"15.09.2017 10:21";"18.09.2017 10:22";"r9vzeOlbdQNW5RuCsoTtw";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2017L";7;21;4;189;0;0;1;0;0;0;4;"1DE1204,1DW1701,1DE1717,1DE1715";830;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
100;"15.09.2017 14:54";"18.09.2017 11:24";"sZ7Fuyw2hnM0kqfsGGUBzg";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2017L";4;15;28;105;0;2;0;3;0;0;5;"1DE1206,1DE1202,1DE1415,1DE1410,1DE1426";400;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
71;"15.09.2017 09:23";"18.09.2017 12:12";"R9larUFY1MSuVgu3YA4iUA";"D";"M";"PL";"Model 2,M,D,PL,3 - Automatyka.";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;6;"null";"2017L";3;23;7;67;0;0;2;0;0;0;1;"1DW2314";0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
497;"3.10.2017 12:06";"4.10.2017 15:42";"hrFVyiNiusFHtXd7nmZuRQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"s67ATdcxFRCArkQmkAHEzw";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;4;"null";"2017Z";7;26;0;184;0;0;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
